reporting_start,campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
Sunday,916,35,F,19,98057,20,31,1,1,18,22
Sunday,916,35,F,24,238735,56,85,4,1,19,22
Friday,916,35,F,28,118941,35,50,4,1,24,27
Saturday,916,35,F,27,221576,47,67,6,1,25,27
Saturday,916,35,F,31,182098,40,63,1,1,26,28
Saturday,916,35,F,28,227473,52,72,1,1,26,31
Saturday,916,35,F,32,1050947,230,351,6,1,27,30
Wednesday,916,35,F,32,139596,26,42,1,1,29,32
Wednesday,916,35,F,67,579150,125,167,5,1,63,65
Wednesday,916,35,F,64,196967,43,65,2,1,63,65
Tuesday,916,35,F,67,158298,37,46,4,1,64,70
Thursday,916,40,F,19,265038,51,78,2,1,16,20
Friday,916,40,F,18,222273,39,54,6,1,16,20
Friday,916,40,F,19,797234,170,244,4,1,16,22
Friday,916,40,F,24,22210,3,4,1,1,18,19
Friday,916,40,F,23,46391,11,16,3,1,21,25
Thursday,916,40,F,28,328365,83,117,2,1,26,27
Thursday,916,40,F,33,101586,24,33,2,1,28,31
Tuesday,916,40,F,32,181053,46,66,3,1,28,30
Tuesday,916,40,F,34,133419,35,48,2,1,28,30
Saturday,916,40,F,35,93176,29,40,1,1,30,32
Friday,916,40,F,68,597419,135,189,2,1,63,66
Friday,916,40,F,66,98768,21,33,1,1,63,69
Thursday,916,40,F,69,55823,13,21,1,1,65,68
Friday,916,40,F,68,118451,28,38,4,1,65,66
Friday,916,40,F,8,74424,22,31,1,1,2,6
Friday,916,40,F,12,47929,12,15,1,1,7,10
Sunday,916,45,F,16,382776,97,133,5,1,10,16
Sunday,916,45,F,13,548250,137,202,5,1,10,16
Monday,916,45,F,22,850337,198,288,3,1,16,21
Sunday,916,45,F,26,183293,53,74,2,1,21,27
Saturday,916,45,F,24,436943,109,146,1,1,22,24
Saturday,916,45,F,26,284488,90,125,1,1,23,26
Friday,916,45,F,26,85083,32,39,1,1,24,26
Friday,916,45,F,28,449921,129,176,5,1,25,27
Friday,916,45,F,32,669671,186,259,4,1,26,29
Wednesday,916,45,F,30,202231,53,67,3,1,28,31
Thursday,916,45,F,31,526923,138,198,2,1,29,33
Thursday,916,45,F,34,264386,66,91,4,1,29,34
Saturday,916,45,F,66,391998,97,142,3,1,63,67
Sunday,916,45,F,68,427772,117,159,3,1,63,64
Sunday,916,45,F,65,536457,136,194,2,1,64,66
Friday,916,30,M,107,49699,2,3,2,1,102,104
Saturday,916,30,M,108,189761,18,27,4,1,103,107
Saturday,916,30,M,115,51104,2,3,3,1,112,117
Wednesday,916,30,M,115,276762,22,32,5,1,113,116
Wednesday,916,35,M,103,33534,2,3,1,1,101,105
Monday,916,35,M,107,211882,33,47,3,1,105,107
Monday,916,35,M,111,145324,14,20,2,1,108,113
Monday,916,35,M,114,97540,8,12,2,1,113,116
Sunday,916,40,M,104,76703,9,12,3,1,100,104
Sunday,916,40,M,108,17559,1,1,1,1,104,108
Monday,916,40,M,108,348180,41,60,3,1,107,113
Monday,916,40,M,112,146246,18,29,3,1,108,110
Sunday,916,40,M,112,72157,9,14,1,1,111,112
Tuesday,916,40,M,116,86293,6,9,1,1,113,114
Wednesday,916,45,M,103,134245,18,26,2,1,102,107
Wednesday,916,45,M,106,50406,5,7,1,1,105,109
Wednesday,916,45,M,111,121769,13,18,2,1,107,113
Wednesday,916,45,M,113,267106,34,50,4,1,108,113
Wednesday,916,45,M,111,188758,25,37,2,1,110,114
Tuesday,916,30,F,108,173912,26,36,2,1,106,109
Sunday,916,30,F,112,623137,100,139,12,1,109,110
Sunday,916,30,F,111,99020,10,14,4,1,110,114
Friday,916,35,F,103,245607,33,48,3,1,102,106
Friday,916,35,F,111,475184,88,127,4,1,109,114
Thursday,916,35,F,111,357401,47,69,8,1,110,111
Thursday,916,35,F,114,81569,6,9,3,1,112,116
Thursday,916,35,F,116,90470,11,17,1,1,114,115
Sunday,916,40,F,112,1357386,223,323,10,1,108,113
Sunday,916,40,F,116,419922,75,105,3,1,110,116
Sunday,916,40,F,119,250234,40,62,4,1,114,118
Sunday,916,45,F,101,904907,195,279,11,1,100,106
Saturday,916,45,F,112,212508,33,48,4,1,108,112
Monday,936,45,M,18,22,23,1299,0,0,2,0
Friday,936,35,F,36,40,40,652,0,0,0,0
Friday,936,30,M,15,17,16,2474,0,0,2,2
Thursday,936,35,F,21,27,24,512,0,0,0,0
Wednesday,936,40,M,16,20,20,8022,0,0,2,1
Tuesday,936,30,F,31,37,34,2466,0,0,2,2
Tuesday,936,30,M,16,20,22,3142,0,0,2,2
Friday,936,30,M,29,32,31,1514,0,0,2,2
Tuesday,936,30,M,24,29,25,246,0,0,2,2
Monday,936,30,F,26,29,27,1083,0,0,2,1
Tuesday,936,30,F,20,23,25,529,0,0,0,0
Wednesday,916,45,M,18,250960,42,65,2,0,15,17
Tuesday,916,45,M,25,327227,65,117,5,0,19,21
Wednesday,916,45,M,26,127125,20,36,2,0,20,22
Wednesday,916,45,M,27,65339,10,17,2,0,21,27
Saturday,916,45,M,23,381577,81,128,2,0,21,24
Friday,916,45,M,30,517801,105,182,3,0,27,33
Friday,916,45,M,31,258531,46,80,2,0,27,31
Friday,916,45,M,29,272500,62,104,3,0,27,31
Friday,916,45,M,32,273197,57,88,3,0,28,31
Sunday,916,45,M,30,168655,18,27,2,0,29,30
Monday,916,30,F,23,87043,16,24,2,0,19,20
Tuesday,916,30,F,28,594968,111,148,4,0,22,27
Monday,916,30,F,28,588617,119,170,2,0,25,31
Monday,916,30,F,30,259984,37,55,5,0,27,30
Tuesday,916,30,F,32,11471,1,2,0,0,28,29
Wednesday,916,30,F,37,177452,24,38,2,0,32,38
Sunday,916,30,F,69,157705,23,39,2,0,64,66
Thursday,916,30,F,9,44189,7,10,2,0,7,10
Wednesday,916,30,F,13,221843,43,63,5,0,7,8
Wednesday,916,35,F,13,127546,25,39,2,0,10,15
Thursday,916,35,F,14,561415,124,174,3,0,10,14
Sunday,916,35,F,25,320657,77,116,2,0,19,23
Saturday,916,35,F,26,325653,63,89,2,0,22,24
Saturday,916,35,F,27,120335,26,36,2,0,25,30
Wednesday,916,35,F,31,105399,22,33,2,0,30,34
Wednesday,916,35,F,65,318157,56,86,3,0,63,68
Tuesday,916,35,F,8,128616,33,49,2,0,7,9
Wednesday,916,40,F,11,205289,48,72,3,0,10,15
Tuesday,916,40,F,14,233043,49,65,2,0,10,16
Friday,916,40,F,25,65726,17,22,2,0,22,26
Thursday,916,40,F,30,270124,69,96,2,0,25,26
Thursday,916,40,F,33,1083259,276,390,11,0,27,31
Saturday,916,40,F,31,822023,194,288,6,0,29,32
Saturday,916,40,F,34,141037,32,48,3,0,32,35
Saturday,916,40,F,37,319501,79,112,0,0,32,38
Saturday,916,40,F,37,72741,19,24,2,0,36,41
Friday,916,40,F,8,40801,12,16,0,0,7,10
Monday,916,45,F,20,662249,163,235,2,0,15,16
Monday,916,45,F,16,559554,139,195,2,0,15,16
Monday,916,45,F,21,320757,68,105,2,0,16,19
Tuesday,916,45,F,19,699314,164,226,3,0,16,22
Sunday,916,45,F,22,76785,19,25,3,0,19,23
Thursday,916,45,F,28,300637,84,117,2,0,25,29
Friday,916,45,F,31,536248,146,188,3,0,26,32
Thursday,916,45,F,28,1428421,367,542,10,0,27,30
Wednesday,916,45,F,33,288517,78,102,3,0,28,29
Thursday,916,45,F,34,348542,96,135,2,0,28,29
Friday,916,45,F,36,113567,34,50,3,0,30,33
Sunday,916,45,F,66,1111156,282,402,5,0,63,64
Sunday,916,45,F,68,179894,43,67,2,0,64,69
Sunday,916,45,F,66,479882,131,179,6,0,64,70
Saturday,916,45,F,67,346688,88,115,2,0,65,67
Saturday,916,30,M,107,312524,37,54,2,0,105,108
Monday,916,35,M,115,106492,14,21,2,0,109,113
Monday,916,35,M,111,233845,30,41,3,0,110,112
Monday,916,35,M,118,155426,17,25,3,0,112,117
Sunday,916,40,M,108,137879,19,28,2,0,105,107
Wednesday,916,45,M,106,101410,12,18,4,0,100,105
Wednesday,916,45,M,107,125650,20,30,4,0,104,105
Tuesday,916,45,M,116,138525,9,14,3,0,113,116
Tuesday,916,30,F,107,596831,86,121,11,0,105,111
Tuesday,916,30,F,111,132124,8,11,4,0,108,111
Friday,916,35,F,109,485369,114,165,3,0,106,111
Thursday,916,35,F,112,99810,14,20,2,0,111,114
Thursday,916,40,F,105,1114711,224,319,6,0,103,104
Thursday,916,40,F,107,267316,58,83,3,0,104,107
Saturday,916,40,F,106,228629,38,57,2,0,105,109
Saturday,916,45,F,116,637549,120,174,3,0,110,111
Saturday,916,45,F,117,151531,28,40,2,0,111,113
Wednesday,916,45,M,19,378171,70,109,1,0,18,19
Tuesday,916,45,M,22,68859,15,25,1,0,19,23
Wednesday,916,45,M,25,17662,2,3,1,0,20,26
Saturday,916,45,M,22,59838,7,11,1,0,21,25
Saturday,916,45,M,27,45491,8,11,1,0,22,24
Saturday,916,45,M,29,18946,2,4,1,0,23,28
Saturday,916,45,M,29,114370,18,34,1,0,23,29
Saturday,916,45,M,29,99698,21,33,1,0,23,26
Friday,916,45,M,29,24078,4,6,1,0,26,30
Friday,916,45,M,28,179950,35,59,1,0,27,31
Friday,916,45,M,33,120251,26,39,1,0,28,33
Friday,916,45,M,32,139406,24,39,1,0,28,29
Sunday,916,45,M,33,147551,22,39,1,0,29,33
Sunday,916,45,M,35,148010,24,42,1,0,31,37
Saturday,916,45,M,38,29455,3,5,1,0,32,34
Saturday,916,45,M,67,138959,28,40,1,0,63,64
Saturday,916,45,M,68,68829,12,19,1,0,63,65
Saturday,916,45,M,4,50947,10,16,1,0,2,5
Sunday,916,45,M,70,55536,11,17,1,0,66,71
Monday,916,30,F,23,23368,3,4,1,0,19,22
Monday,916,30,F,23,51509,7,12,1,0,19,24
Tuesday,916,30,F,24,6838,0,0,1,0,23,25
Tuesday,916,30,F,25,185665,39,62,1,0,24,30
Monday,916,30,F,26,107548,19,29,1,0,24,26
Monday,916,30,F,28,240497,36,52,1,0,27,33
Monday,916,30,F,34,83270,13,18,1,0,28,31
Wednesday,916,30,F,30,30155,3,4,1,0,29,31
Thursday,916,30,F,36,208301,33,55,1,0,30,36
Tuesday,916,30,F,34,8350,0,0,1,0,32,37
Wednesday,916,30,F,37,39339,4,6,1,0,36,38
Wednesday,916,30,F,64,8587,0,0,1,0,63,65
Wednesday,916,30,F,65,24893,2,4,1,0,63,67
Thursday,916,30,F,70,94136,11,16,1,0,64,69
Friday,916,30,F,7,5264,0,0,1,0,2,6
Friday,916,30,F,8,82455,15,22,1,0,2,6
Thursday,916,30,F,8,45199,7,10,1,0,7,8
Sunday,916,35,F,24,39146,8,13,1,0,21,27
Sunday,916,35,F,23,78468,15,24,1,0,22,26
Saturday,916,35,F,23,66277,12,17,1,0,22,25
Friday,916,35,F,25,93002,16,23,1,0,22,26
Friday,916,35,F,29,109723,27,41,1,0,24,25
Saturday,916,35,F,27,8341,1,2,1,0,25,29
Thursday,916,35,F,32,41111,8,11,1,0,28,31
Wednesday,916,35,F,34,222378,50,73,1,0,32,33
Tuesday,916,35,F,3,20780,5,8,1,0,2,4
Tuesday,916,40,F,15,258954,61,82,1,0,10,12
Friday,916,40,F,25,190477,42,66,1,0,21,27
Friday,916,40,F,27,25382,7,10,1,0,21,24
Thursday,916,40,F,29,195220,51,78,1,0,23,25
Thursday,916,40,F,29,138154,35,49,1,0,25,30
Saturday,916,40,F,37,47229,13,19,1,0,31,32
Saturday,916,40,F,32,92263,24,34,1,0,31,36
Saturday,916,40,F,35,81551,21,30,1,0,31,35
Thursday,916,40,F,67,173165,41,60,1,0,64,69
Friday,916,40,F,67,66017,17,24,1,0,66,71
Monday,916,45,F,19,906151,202,296,1,0,16,20
Monday,916,45,F,20,890295,227,333,1,0,18,19
Sunday,916,45,F,21,317601,76,116,1,0,18,24
Sunday,916,45,F,27,40998,10,13,1,0,21,22
Sunday,916,45,F,23,221561,55,77,1,0,22,24
Friday,916,45,F,25,14167,5,7,1,0,24,28
Friday,916,45,F,31,282899,71,106,1,0,25,31
Friday,916,45,F,30,108655,28,47,1,0,26,28
Thursday,916,45,F,32,73222,16,23,1,0,28,34
Friday,916,45,F,35,22859,6,9,1,0,30,31
Sunday,916,45,F,33,51754,13,21,1,0,31,32
Saturday,916,45,F,69,358261,91,130,1,0,64,70
Saturday,916,30,M,105,33445,2,3,1,0,100,106
Saturday,916,30,M,113,98606,9,12,1,0,111,112
Monday,916,35,M,107,128859,16,24,1,0,102,104
Monday,916,35,M,109,112776,9,13,1,0,107,110
Monday,916,35,M,120,61441,5,8,1,0,114,117
Sunday,916,40,M,105,68619,10,15,1,0,101,107
Sunday,916,40,M,112,67710,10,15,1,0,106,110
Monday,916,40,M,114,91180,10,14,1,0,112,113
Tuesday,916,45,M,114,108426,13,20,1,0,112,114
Tuesday,916,45,M,118,150858,21,30,1,0,114,117
Friday,916,35,F,102,72982,11,15,1,0,100,103
Thursday,916,40,F,106,329333,48,68,1,0,102,103
Sunday,916,40,F,115,402975,83,121,1,0,111,116
Saturday,916,45,F,104,71982,11,16,1,0,103,105
Saturday,916,45,F,108,107100,23,34,1,0,106,112
